Type,Year,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L,line_val,wl,ha,venue
Tackle,2025.0,10.0,Cam Rayner,BRL,MEL,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,2%,67%,,,1.0,1.0,2.5,1.0,home,Gabba
Tackle,2025.0,10.0,Andrew Brayshaw,FRE,GWS,InsM,🟠 Moderate (Long Travel),🔵 Avoid (Rain),🔴 Strong Unders,6.0,11%,44%,,🔵 Avoid (Rain),6.0,0.0,6.0,0.0,away,ENGIE Stadium
Tackle,2025.0,10.0,Caleb Serong,FRE,GWS,InsM,🟠 Moderate (Long Travel),🔵 Avoid (Rain),🔴 Strong Unders,4.5,-4%,68%,,🔵 Avoid (Rain),3.0,1.0,4.5,1.0,away,ENGIE Stadium
Tackle,2025.0,10.0,Shaun Mannagh,GEE,PTA,MedFF,✅ Neutral,🔵 Avoid (Rain),🔷 Moderate Easy,4.5,33%,33%,,,2.0,1.0,4.5,1.0,away,Adelaide Oval
Tackle,2025.0,10.0,Tom Atkins,GEE,PTA,InsM,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,8.0,28%,33%,,,5.0,1.0,8.0,1.0,away,Adelaide Oval
Tackle,2025.0,10.0,Kysaiah Pickett,MEL,BRL,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-4%,83%,,,3.0,1.0,4.0,1.0,away,Gabba
Tackle,2025.0,10.0,Kade Chandler,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,5%,67%,,,0.0,1.0,3.5,1.0,away,Gabba
Tackle,2025.0,10.0,Sam Powell-Pepper,PTA,GEE,InsM,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,3.5,-11%,56%,,,2.0,1.0,3.5,1.0,home,Adelaide Oval
Tackle,2025.0,10.0,Jack Steele,STK,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,5.0,50%,25%,,,14.0,-1.0,5.0,-1.0,away,Optus Stadium
Tackle,2025.0,10.0,Jack Macrae,STK,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,5.0,13%,56%,,,3.0,1.0,5.0,1.0,away,Optus Stadium
Tackle,2025.0,10.0,Rowan Marshall,STK,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,3.5,5%,33%,,,5.0,-1.0,3.5,-1.0,away,Optus Stadium
Tackle,2025.0,10.0,Marcus Windhager,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.0,-8%,78%,,,0.0,1.0,4.0,1.0,away,Optus Stadium
Tackle,2025.0,10.0,Ryley Sanders,WBD,ESS,Wing,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,4.0,-8%,89%,,,1.0,1.0,4.0,1.0,home,Marvel Stadium
Tackle,2025.0,11.0,James Peatling,ADE,WCE,InsM,✅ Neutral,✅ Neutral,✅ Neutral,5.0,0%,78%,,,5.0,0.0,5.0,0.0,home,Adelaide Oval
Tackle,2025.0,11.0,Adam Cerra,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,4.5,0%,50%,,🔵 Avoid (Rain),6.0,-1.0,4.5,-1.0,home,Marvel Stadium
Tackle,2025.0,11.0,Patrick Cripps,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,6.0,-3%,50%,,🔵 Avoid (Rain),7.0,-1.0,6.0,-1.0,home,Marvel Stadium
Tackle,2025.0,11.0,George Hewett,CAR,GWS,InsM,✅ Neutral,🔵 Avoid (Rain),🔴 Strong Unders,6.0,7%,50%,,🔵 Avoid (Rain),1.0,1.0,6.0,1.0,home,Marvel Stadium
Tackle,2025.0,11.0,Andrew Brayshaw,FRE,PTA,InsM,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,6.0,10%,50%,,,8.0,-1.0,6.0,-1.0,home,Optus Stadium
Tackle,2025.0,11.0,Max Holmes,GEE,WBD,InsM,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,3.0,23%,60%,,,3.0,0.0,3.0,0.0,home,GMHBA Stadium
Tackle,2025.0,11.0,Nick Watson,HAW,BRL,SmF,✅ Neutral,🔵 Avoid (Rain),🟡 Slight Unders,2.5,4%,60%,,,0.0,1.0,2.5,1.0,home,MCG
Tackle,2025.0,11.0,Tom Sparrow,MEL,SYD,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,17%,40%,,,5.0,-1.0,3.5,-1.0,home,MCG
Tackle,2025.0,11.0,Kade Chandler,MEL,SYD,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,3.0,10%,70%,,,4.0,-1.0,3.0,-1.0,home,MCG
Tackle,2025.0,11.0,Charlie Spargo,MEL,SYD,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,-5%,50%,,,4.0,-1.0,2.5,-1.0,home,MCG
Tackle,2025.0,11.0,Kysaiah Pickett,MEL,SYD,FwdMid,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,6%,70%,,,4.0,-1.0,3.5,-1.0,home,MCG
Tackle,2025.0,11.0,Luke Davies-Uniacke,NTH,COL,InsM,✅ Neutral,🔵 Avoid (Rain),🟠 Moderate Unders,4.0,0%,60%,,,4.0,0.0,4.0,0.0,home,Marvel Stadium
Tackle,2025.0,11.0,Tom Powell,NTH,COL,InsM,✅ Neutral,🔵 Avoid (Rain),🟠 Moderate Unders,4.5,16%,40%,,,3.0,1.0,4.5,1.0,home,Marvel Stadium
Tackle,2025.0,11.0,George Wardlaw,NTH,COL,InsM,✅ Neutral,🔵 Avoid (Rain),🟠 Moderate Unders,5.5,0%,50%,,,4.0,1.0,5.5,1.0,home,Marvel Stadium
Tackle,2025.0,11.0,Marcus Windhager,STK,GCS,Wing,✅ Neutral,✅ Neutral,✅ Neutral,4.0,-18%,80%,,,4.0,0.0,4.0,0.0,home,Marvel Stadium
Tackle,2025.0,11.0,Jack Higgins,STK,GCS,SmF,✅ Neutral,✅ Neutral,🔵 Strong Easy,2.5,12%,50%,,,1.0,1.0,2.5,1.0,home,Marvel Stadium
Tackle,2025.0,11.0,Braeden Campbell,SYD,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,7%,78%,,,7.0,-1.0,3.0,-1.0,away,MCG
Tackle,2025.0,11.0,James Rowbottom,SYD,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,6.5,6%,56%,,,9.0,-1.0,6.5,-1.0,away,MCG
Tackle,2025.0,11.0,Ryley Sanders,WBD,GEE,Wing,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,4.0,-15%,80%,,,8.0,-1.0,4.0,-1.0,away,GMHBA Stadium
Tackle,2025.0,11.0,Tim Kelly,WCE,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,3.5,4%,50%,,,3.0,1.0,3.5,1.0,away,Adelaide Oval
Tackle,2025.0,11.0,Harley Reid,WCE,ADE,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-20%,70%,,,2.0,1.0,3.5,1.0,away,Adelaide Oval
Tackle,2025.0,11.0,Liam Baker,WCE,ADE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-9%,60%,,,2.0,1.0,3.5,1.0,away,Adelaide Oval
Tackle,2025.0,12.0,Tom Atkins,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,8.5,17%,36%,,🟢 STRONG BET,10.0,-1.0,8.5,-1.0,away,Optus Stadium
Tackle,2025.0,12.0,Max Holmes,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,4%,64%,,🟢 STRONG BET,3.0,1.0,3.5,1.0,away,Optus Stadium
Tackle,2025.0,12.0,Bailey Smith,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.0,-2%,50%,,🟢 STRONG BET,4.0,1.0,6.0,1.0,away,Optus Stadium
Tackle,2025.0,12.0,James Worpel,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.0,10%,70%,,🟡 CONSIDER - Strong DvP Tackles,4.0,1.0,5.0,1.0,away,MCG
Tackle,2025.0,12.0,Jai Newcombe,HAW,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.0,16%,60%,,🟡 CONSIDER - Strong DvP Tackles,3.0,1.0,5.0,1.0,away,MCG
Tackle,2025.0,12.0,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-10%,70%,,🟢 STRONG BET,4.0,0.0,4.0,0.0,away,MCG
Tackle,2025.0,12.0,Rhyan Mansell,RIC,GWS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,0%,75%,,🟡 CONSIDER,4.0,-1.0,3.0,-1.0,away,ENGIE Stadium
Tackle,2025.0,12.0,Jacob Hopper,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,-14%,73%,,🟡 CONSIDER - Strong DvP Tackles,2.0,1.0,4.0,1.0,away,ENGIE Stadium
Tackle,2025.0,12.0,Kamdyn McIntosh,RIC,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,7%,58%,,🟡 CONSIDER - Strong DvP Tackles,1.0,1.0,4.0,1.0,away,ENGIE Stadium
Tackle,2025.0,12.0,Tim Taranto,RIC,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,8%,57%,,🟡 CONSIDER - Strong DvP Tackles,2.0,1.0,4.5,1.0,away,ENGIE Stadium
Tackle,2025.0,12.0,Marcus Windhager,STK,MEL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.0,-16%,82%,,,4.0,0.0,4.0,0.0,away,TIO Traeger Park
Tackle,2025.0,12.0,Jack Higgins,STK,MEL,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2.5,6%,55%,,🟡 CONSIDER,1.0,-1.0,2.5,-1.0,away,TIO Traeger Park
Tackle,2025.0,12.0,James Rowbottom,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.5,11%,55%,,🟢 STRONG BET,9.0,-1.0,6.5,-1.0,home,SCG
Tackle,2025.0,12.0,Chad Warner,SYD,ADE,FwdMid,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.0,-5%,65%,,🟢 STRONG BET,4.0,0.0,4.0,0.0,home,SCG
Tackle,2025.0,13.0,Jy Simpkin,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.0,-5%,73%,,🟢 AUTO-BET - Wing Long Travel,2.0,1.0,4.0,1.0,home,Hands Oval
Tackle,2025.0,14.0,Lachie Neale,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,-10%,69%,,🟡 CONSIDER - Strong DvP Tackles,2.0,1.0,4.0,1.0,home,Gabba
Tackle,2025.0,14.0,Josh Dunkley,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,6.0,14%,54%,,🟡 CONSIDER - Strong DvP Tackles,2.0,1.0,6.0,1.0,home,Gabba
Tackle,2025.0,14.0,Hugh McCluggage,BRL,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,25%,46%,,🟡 CONSIDER - Strong DvP Tackles,1.0,1.0,4.5,1.0,home,Gabba
Tackle,2025.0,15.0,Josh Dunkley,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,6.0,8%,57%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,10.0,-1.0,6.0,-1.0,away,GMHBA Stadium
Tackle,2025.0,15.0,Hugh McCluggage,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4.5,18%,50%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,6.0,-1.0,4.5,-1.0,away,GMHBA Stadium
Tackle,2025.0,15.0,Lachie Neale,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,3.5,0%,50%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,4.0,-1.0,3.5,-1.0,away,GMHBA Stadium
Tackle,2025.0,15.0,Will Ashcroft,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,3.0,-5%,64%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,5.0,-1.0,3.0,-1.0,away,GMHBA Stadium
Tackle,2025.0,15.0,Will Setterfield,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,1%,40%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,5.0,1.0,7.5,1.0,away,Optus Stadium
Tackle,2025.0,15.0,Jye Caldwell,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,7.5,-8%,44%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,5.0,1.0,7.5,1.0,away,Optus Stadium
Tackle,2025.0,15.0,Zach Merrett,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,-18%,62%,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,3.0,1.0,4.5,1.0,away,Optus Stadium
Tackle,2025.0,15.0,Bailey Humphrey,GCS,GWS,FwdMid,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,17%,67%,,🤔 CONSIDER #7 - Strong DvP + Tackle,3.0,1.0,4.0,1.0,away,ENGIE Stadium
Tackle,2025.0,15.0,Matt Rowell,GCS,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,8.5,-4%,67%,,🤔 CONSIDER #7 - Strong DvP + Tackle,8.0,1.0,8.5,1.0,away,ENGIE Stadium
Tackle,2025.0,15.0,Jack Macrae,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.0,7%,63%,,🤔 CONSIDER #7 - Strong DvP + Tackle,6.0,-1.0,5.0,-1.0,away,Marvel Stadium
Tackle,2025.0,15.0,Hunter Clark,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,20%,60%,,🤔 CONSIDER #7 - Strong DvP + Tackle,5.0,-1.0,4.0,-1.0,away,Marvel Stadium
Tackle,2025.0,15.0,Marcus Windhager,STK,COL,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,-14%,85%,,🤔 CONSIDER #7 - Strong DvP + Tackle,1.0,1.0,4.0,1.0,away,Marvel Stadium
Tackle,2025.0,15.0,Jack Steele,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,7.5,7%,58%,,🤔 CONSIDER #7 - Strong DvP + Tackle,5.0,1.0,7.5,1.0,away,Marvel Stadium
Tackle,2025.0,16.0,Marcus Windhager,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.0,-18%,86%,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),3.0,1.0,4.0,1.0,away,Optus Stadium
Tackle,2025.0,16.0,Jack Macrae,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5.0,8%,58%,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),4.0,1.0,5.0,1.0,away,Optus Stadium
Tackle,2025.0,16.0,Jack Steele,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7.0,11%,62%,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),9.0,-1.0,7.0,-1.0,away,Optus Stadium
Tackle,2025.0,16.0,Hunter Clark,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,33%,40%,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),5.0,-1.0,4.5,-1.0,away,Optus Stadium
Tackle,2025.0,16.0,Elijah Hewett,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.5,16%,40%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),1.0,1.0,4.5,1.0,away,Marvel Stadium
Tackle,2025.0,16.0,Jack Graham,WCE,COL,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7.0,11%,46%,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),8.0,-1.0,7.0,-1.0,away,Marvel Stadium
Tackle,2025.0,17.0,Adam Cerra,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.0,1%,67%,5,Strong/Moderate DvP + Tackle + Avg <18%,3.0,1.0,5.0,1.0,home,MCG
Tackle,2025.0,17.0,Jesse Motlop,CAR,COL,SmF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,-7%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,2.0,1.0,4.5,1.0,home,MCG
Tackle,2025.0,17.0,Patrick Cripps,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,4%,47%,5,Strong/Moderate DvP + Tackle + Avg <18%,3.0,1.0,5.5,1.0,home,MCG
Tackle,2025.0,17.0,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,15%,33%,5,Strong/Moderate DvP + Tackle + Avg <18%,7.0,-1.0,5.5,-1.0,home,MCG
Tackle,2025.0,17.0,Cooper Lord,CAR,COL,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-6%,64%,,,2.0,1.0,3.5,1.0,home,MCG
Tackle,2025.0,17.0,Andrew Brayshaw,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.0,11%,47%,,,3.0,1.0,6.0,1.0,away,SCG
Tackle,2025.0,17.0,Caleb Serong,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,5%,66%,,,3.0,1.0,4.5,1.0,away,SCG
Tackle,2025.0,17.0,Luke Jackson,FRE,SYD,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.0,-8%,67%,2,Tackle + Moderate Travel + Avg <5%,5.0,-1.0,4.0,-1.0,away,SCG
Tackle,2025.0,17.0,Corey Wagner,FRE,SYD,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,29%,50%,,,6.0,-1.0,3.5,-1.0,away,SCG
Tackle,2025.0,17.0,Matthew Johnson,FRE,SYD,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,-11%,60%,2,Tackle + Moderate Travel + Avg <5%,1.0,1.0,3.5,1.0,away,SCG
Tackle,2025.0,17.0,Matt Rowell,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,9.0,-7%,71%,2,Tackle + Moderate Travel + Avg <5%,17.0,-1.0,9.0,-1.0,away,Marvel Stadium
Tackle,2025.0,17.0,Touk Miller,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.0,-2%,64%,2,Tackle + Moderate Travel + Avg <5%,7.0,-1.0,4.0,-1.0,away,Marvel Stadium
Tackle,2025.0,17.0,Bailey Humphrey,GCS,ESS,FwdMid,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.0,13%,71%,,,4.0,0.0,4.0,0.0,away,Marvel Stadium
Tackle,2025.0,17.0,Josh Kelly,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.0,16%,36%,,,5.0,-1.0,4.0,-1.0,away,Optus Stadium
Tackle,2025.0,17.0,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6.0,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,1.0,1.0,6.0,1.0,away,Optus Stadium
Tackle,2025.0,17.0,Harry Rowston,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,5.0,-10%,45%,2,Tackle + Moderate Travel + Avg <5%,2.0,1.0,5.0,1.0,away,Optus Stadium
Tackle,2025.0,17.0,Toby Bedford,GWS,WCE,SmF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,6.0,2%,64%,2,Tackle + Moderate Travel + Avg <5%,3.0,1.0,6.0,1.0,away,Optus Stadium
Tackle,2025.0,17.0,Darcy Jones,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,4%,50%,2,Tackle + Moderate Travel + Avg <5%,4.0,-1.0,3.5,-1.0,away,Optus Stadium
Tackle,2025.0,17.0,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,4.5,-16%,71%,2,Tackle + Moderate Travel + Avg <5%,0.0,1.0,4.5,1.0,away,Optus Stadium
Tackle,2025.0,17.0,Christian Petracca,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4.5,11%,53%,5,Strong/Moderate DvP + Tackle + Avg <18%,2.0,1.0,4.5,1.0,away,Adelaide Oval
Tackle,2025.0,17.0,Clayton Oliver,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,6.0,-6%,71%,5,Strong/Moderate DvP + Tackle + Avg <18%,5.0,1.0,6.0,1.0,away,Adelaide Oval
Tackle,2025.0,17.0,Jack Viney,MEL,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,2%,70%,5,Strong/Moderate DvP + Tackle + Avg <18%,9.0,-1.0,5.5,-1.0,away,Adelaide Oval
Tackle,2025.0,17.0,Tristan Xerri,NTH,WBD,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5.5,2%,53%,5,Strong/Moderate DvP + Tackle + Avg <18%,5.0,1.0,5.5,1.0,home,Marvel Stadium
Tackle,2025.0,17.0,Joe Richards,PTA,BRL,MedF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,3.0,-5%,64%,2,Tackle + Moderate Travel + Avg <5%,3.0,0.0,3.0,0.0,away,Gabba
Tackle,2025.0,17.0,Willem Drew,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,7%,40%,,,5.0,1.0,6.5,1.0,away,Gabba
Tackle,2025.0,17.0,Connor Rozee,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,1%,40%,2,Tackle + Moderate Travel + Avg <5%,3.0,1.0,3.5,1.0,away,Gabba
Tackle,2025.0,17.0,Zak Butters,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,19%,50%,,,6.0,-1.0,4.5,-1.0,away,Gabba
Tackle,2025.0,17.0,Sam Powell-Pepper,PTA,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,3.0,-4%,67%,2,Tackle + Moderate Travel + Avg <5%,1.0,1.0,3.0,1.0,away,Gabba
Tackle,2025.0,17.0,Jamie Cripps,WCE,GWS,MedF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-6%,54%,,,2.0,1.0,3.5,1.0,home,Optus Stadium
Tackle,2025.0,17.0,Liam Baker,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.0,9%,60%,,,1.0,1.0,3.0,1.0,home,Optus Stadium
Tackle,2025.0,17.0,Brady Hough,WCE,GWS,GenD,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,-25%,64%,5,Strong/Moderate DvP + Tackle + Avg <18%,4.0,1.0,4.5,1.0,home,Optus Stadium
Tackle,2025.0,17.0,Elijah Hewett,WCE,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.0,-20%,77%,5,Strong/Moderate DvP + Tackle + Avg <18%,3.0,1.0,4.0,1.0,home,Optus Stadium
Tackle,2025.0,17.0,Jack Graham,WCE,GWS,FwdMid,✅ Neutral,✅ Neutral,🔴 Strong Unders,7.0,11%,43%,5,Strong/Moderate DvP + Tackle + Avg <18%,4.0,1.0,7.0,1.0,home,Optus Stadium
Tackle,2025.0,17.0,Tyler Brockman,WCE,GWS,SmF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-10%,58%,,,4.0,-1.0,3.5,-1.0,home,Optus Stadium
Tackle,2025.0,18.0,Alex Neal-Bullen,ADE,WBD,MedF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,7%,44%,,SKIP - No Strategy,4.0,0.0,4.0,0.0,away,Marvel Stadium
Tackle,2025.0,18.0,Ben Keays,ADE,WBD,MedF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.0,23%,63%,,SKIP - No Strategy,1.0,1.0,4.0,1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Brodie Smith,ADE,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,93%,83%,,SKIP - No Strategy,0.0,1.0,4.5,1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Izak Rankine,ADE,WBD,SmF,✅ Neutral,✅ Neutral,✅ Neutral,3.5,-7%,38%,,SKIP - No Strategy,4.0,-1.0,3.5,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Jake Soligo,ADE,WBD,FwdMid,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.0,1%,44%,,SKIP - No Strategy,9.0,-1.0,5.0,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,James Peatling,ADE,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,-3%,50%,,SKIP - No Strategy,2.0,1.0,4.5,1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Jordan Dawson,ADE,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,6.5,-6%,44%,,SKIP - No Strategy,8.0,-1.0,6.5,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Jarrod Berry,BRL,CAR,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.0,-10%,27%,5,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain,5.0,-1.0,3.0,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Will Ashcroft,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,2.5,-11%,50%,,,4.0,-1.0,2.5,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Hugh McCluggage,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4.5,-14%,50%,,,2.0,1.0,4.5,1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Josh Dunkley,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,6.5,-2%,56%,,,13.0,-1.0,6.5,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Lachie Neale,BRL,CAR,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3.5,2%,50%,,,8.0,-1.0,3.5,-1.0,away,Marvel Stadium
Tackle,2025.0,18.0,Zac Bailey,BRL,CAR,SmF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2.0,-9%,38%,5,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain,1.0,1.0,2.0,1.0,away,Marvel Stadium
